Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
75,-1.2750833333333333,75.0,-1.2715,75.0,-1.6434166666666667,75.0,-1.9601666666666666,75.0,0.10133333333333333,75.0,-0.002916666666666666,75.0,-2.063,75.0,-0.9203333333333333
76,-1.274,76.0,-1.2768333333333335,76.0,-1.6191666666666666,76.0,-2.0615,76.0,0.09041666666666666,76.0,0.02075,76.0,-2.0348333333333333,76.0,-1.0626666666666666
77,-1.2755833333333333,77.0,-1.2786666666666666,77.0,-1.5675833333333333,77.0,-1.9405833333333333,77.0,0.10225000000000001,77.0,0.03375,77.0,-1.9941666666666666,77.0,-1.0818333333333332
78,-1.276,78.0,-1.274,78.0,-1.5299166666666666,78.0,-1.8533333333333333,78.0,0.09958333333333334,78.0,0.041916666666666665,78.0,-1.949,78.0,-0.9592499999999999
79,-1.27275,79.0,-1.2754166666666666,79.0,-1.5036666666666667,79.0,-2.017916666666667,79.0,0.12158333333333333,79.0,0.044500000000000005,79.0,-1.9117499999999998,79.0,-1.0671666666666666
80,-1.2720833333333335,80.0,-1.2768333333333333,80.0,-1.4588333333333334,80.0,-1.915333333333333,80.0,0.12991666666666665,80.0,0.054,80.0,-1.8927500000000002,80.0,-0.9963333333333333
81,-1.273,81.0,-1.27675,81.0,-1.4138333333333335,81.0,-1.9856666666666667,81.0,0.12583333333333332,81.0,0.07516666666666667,81.0,-1.8470833333333332,81.0,-1.1289166666666668
82,-1.276,82.0,-1.2746666666666666,82.0,-1.3883333333333334,82.0,-2.237416666666667,82.0,0.12041666666666666,82.0,0.07683333333333334,82.0,-1.8198333333333334,82.0,-1.2625
83,-1.2779166666666668,83.0,-1.278,83.0,-1.3234166666666667,83.0,-2.0686666666666667,83.0,0.1215,83.0,0.08258333333333333,83.0,-1.7614166666666666,83.0,-1.2725
84,-1.2745833333333334,84.0,-1.2750000000000001,84.0,-1.2985833333333334,84.0,-1.9950833333333333,84.0,0.11699999999999999,84.0,0.09933333333333333,84.0,-1.7356666666666667,84.0,-1.0405833333333334
85,-1.2785833333333334,85.0,-1.276,85.0,-1.2585,85.0,-2.086583333333333,85.0,0.11475,85.0,0.11299999999999999,85.0,-1.6949166666666666,85.0,-1.1916666666666667
86,-1.2736666666666665,86.0,-1.2809166666666667,86.0,-1.2005833333333333,86.0,-2.06225,86.0,0.11725000000000001,86.0,0.11066666666666668,86.0,-1.6360833333333333,86.0,-1.1669166666666666
87,-1.2811666666666668,87.0,-1.2765833333333334,87.0,-1.1693333333333333,87.0,-2.1045000000000003,87.0,0.11708333333333333,87.0,0.11708333333333333,87.0,-1.60125,87.0,-1.2833333333333334
88,-1.2766666666666666,88.0,-1.27475,88.0,-1.1318333333333335,88.0,-2.095,88.0,0.11825000000000001,88.0,0.12183333333333334,88.0,-1.5605833333333334,88.0,-1.21275
89,-1.2762499999999999,89.0,-1.2785,89.0,-1.0736666666666668,89.0,-2.003,89.0,0.12466666666666666,89.0,0.129,89.0,-1.4859166666666666,89.0,-1.2469166666666667
